brickname,brickid,coverage_class_exact_indicator
0949m740,12945,required
0949m770,8594,required
0950m417,110734,required
0950m422,108588,required
0950m437,102257,required
0950m440,101216,required
0950m465,91056,required
0950m467,90065,required
0950m477,86146,required
0950m497,78534,required
0950m500,77603,required
0950m515,72123,required
0950m540,63382,required
0950m552,59203,required
0950m555,58382,required
0950m572,52784,required
0950m575,52005,required
0950m585,48943,required
0950m602,43791,required
0950m620,38907,required
0950m635,34936,required
0950m650,31167,required
0950m757,10302,required
0950m787,6455,required
0950m802,4867,required
0950m830,2531,required
0950m845,1575,required
0950m887,89,required
0951m395,120590,required
0951m397,119479,required
0951m455,95067,required
0951m457,94058,required
0951m460,93053,required
0951m470,89078,required
0951m487,82303,required
0951m490,81354,required
0951m492,80409,required
0951m507,74841,required
0951m510,73930,required
0951m525,68568,required
0951m547,60860,required
0951m580,50464,required
0951m582,49701,required
0951m592,46703,required
0951m610,41665,required
0951m625,37562,required
0951m627,36897,required
0951m642,33026,required
0951m745,12160,required
0951m775,7953,required
0951m790,6175,required
0951m817,3499,required
0952m400,118372,required
0952m402,117269,required
0952m405,116170,required
0952m407,115075,required
0952m410,113984,required
0952m425,107523,required
0952m427,106462,required
0952m430,105405,required
0952m442,100181,required
0952m445,99150,required
0952m447,98123,required
0952m450,97100,required
0952m462,92052,required
0952m480,85179,required
0952m482,84216,required
0952m485,83257,required
0952m502,76678,required
0952m505,75757,required
0952m517,71228,required
0952m520,70337,required
0952m522,69450,required
0952m535,65091,required
0952m537,64234,required
0952m550,60029,required
0952m570,53568,required
0952m587,48192,required
0952m600,44511,required
0952m615,40276,required
0952m617,39589,required
0952m632,35584,required
0952m647,31781,required
0952m750,11399,required
0952m762,9601,required
0953m412,112897,required
0953m415,111814,required
0953m417,110735,required
0953m420,109660,required
0953m422,108589,required
0953m432,104352,required
0953m435,103303,required
0953m437,102258,required
0953m440,101217,required
0953m452,96081,required
0953m475,87120,required
0953m477,86147,required
0953m495,79470,required
0953m497,78535,required
0953m512,73025,required
0953m530,66820,required
0953m542,62537,required
0953m545,61696,required
0953m557,57567,required
0953m577,51232,required
0953m590,47445,required
0953m595,45968,required
0953m605,43078,required
0953m607,42369,required
0953m622,38232,required
0953m637,34295,required
0953m640,33658,required
0953m652,30560,required
0953m737,13347,required
0953m780,7336,required
0953m807,4386,required
0953m835,2186,required
0954m395,120591,required
0954m465,91057,required
0954m467,90066,required
0954m470,89079,required
0954m487,82304,required
0954m500,77604,required
0954m515,72124,required
0954m532,65953,required
0954m552,59204,required
0954m555,58383,required
0954m565,55153,required
0954m567,54358,required
0954m585,48944,required
0954m597,45237,required
0954m612,40968,required
0954m630,36238,required
0954m645,32401,required
0954m755,10662,required
0954m795,5634,required
0954m822,3094,required
0954m875,337,required
0955m397,119480,required
0955m400,118373,required
0955m402,117270,required
0955m405,116171,required
0955m407,115076,required
0955m425,107524,required
0955m442,100182,required
0955m445,99151,required
0955m455,95068,required
0955m457,94059,required
0955m460,93054,required
0955m462,92053,required
0955m480,85180,required
0955m490,81355,required
0955m492,80410,required
0955m507,74842,required
0955m510,73931,required
0955m540,63383,required
0955m560,56758,required
0955m562,55953,required
0955m572,52785,required
0955m575,52006,required
0955m592,46704,required
0955m602,43792,required
0955m620,38908,required
0955m650,31168,required
0955m732,14169,required
0955m772,8271,required
0955m785,6743,required
0955m850,1306,required
0956m410,113985,required
0956m412,112898,required
0956m415,111815,required
0956m417,110736,required
0956m420,109661,required
0956m430,105406,required
0956m432,104353,required
0956m435,103304,required
0956m437,102259,required
0956m447,98124,required
0956m450,97101,required
0956m452,96082,required
0956m472,88098,required
0956m482,84217,required
0956m485,83258,required
0956m502,76679,required
0956m505,75758,required
0956m517,71229,required
0956m520,70338,required
0956m522,69451,required
0956m535,65092,required
0956m537,64235,required
0956m547,60861,required
0956m550,60030,required
0956m580,50465,required
0956m582,49702,required
0956m610,41666,required
0956m627,36898,required
0956m735,13755,required
0956m747,11777,required
0956m760,9949,required
0956m800,5117,required
0956m812,3929,required
0956m837,2024,required
0957m422,108590,required
0957m440,101218,required
0957m465,91058,required
0957m475,87121,required
0957m477,86148,required
0957m495,79471,required
0957m497,78536,required
0957m512,73026,required
0957m542,62538,required
0957m545,61697,required
0957m557,57568,required
0957m570,53569,required
0957m587,48193,required
0957m590,47446,required
0957m600,44512,required
0957m615,40277,required
0957m617,39590,required
0957m632,35585,required
0957m642,33027,required
0957m657,29360,required
0958m395,120592,required
0958m397,119481,required
0958m400,118374,required
0958m402,117271,required
0958m455,95069,required
0958m457,94060,required
0958m467,90067,required
0958m470,89080,required
0958m490,81356,required
0958m500,77605,required
0958m515,72125,required
0958m532,65954,required
0958m552,59205,required
0958m565,55154,required
0958m567,54359,required
0958m577,51233,required
0958m595,45969,required
0958m605,43079,required
0958m607,42370,required
0958m622,38233,required
0958m647,31782,required
0958m740,12946,required
0958m752,11028,required
0958m765,9260,required
0958m777,7642,required
0958m815,3711,required
0958m827,2713,required
0958m865,650,required
0959m405,116172,required
0959m407,115077,required
0959m410,113986,required
0959m412,112899,required
0959m415,111816,required
0959m425,107525,required
0959m427,106464,required
0959m430,105407,required
0959m432,104354,required
0959m442,100183,required
0959m445,99152,required
0959m447,98125,required
0959m450,97102,required
0959m460,93055,required
0959m462,92054,required
0959m480,85181,required
0959m482,84218,required
0959m492,80411,required
0959m507,74843,required
0959m510,73932,required
0959m540,63384,required
0959m555,58384,required
0959m572,52786,required
0959m585,48945,required
0959m597,45238,required
0959m612,40969,required
0959m640,33659,required
0959m652,30561,required
0959m655,29958,required
0959m730,14591,required
0959m792,5902,required
0959m805,4624,required
0960m417,110737,required
0960m420,109662,required
0960m422,108591,required
0960m435,103305,required
0960m437,102260,required
0960m440,101219,required
0960m452,96083,required
0960m475,87122,required
0960m485,83259,required
0960m502,76680,required
0960m505,75759,required
0960m517,71230,required
0960m535,65093,required
0960m537,64236,required
0960m547,60862,required
0960m550,60031,required
0960m562,55954,required
0960m575,52007,required
0960m592,46705,required
0960m602,43793,required
0960m620,38909,required
0960m630,36239,required
0960m645,32402,required
0960m745,12161,required
0960m757,10303,required
0960m770,8595,required
0960m782,7037,required
0960m842,1719,required
0961m395,120593,required
0961m397,119482,required
0961m400,118375,required
0961m465,91059,required
0961m467,90068,required
0961m477,86149,required
0961m495,79472,required
0961m497,78537,required
0961m500,77606,required
0961m512,73027,required
0961m542,62539,required
0961m557,57569,required
0961m570,53570,required
0961m580,50466,required
0961m582,49703,required
0961m610,41667,required
0961m625,37564,required
0961m635,34938,required
0961m650,31169,required
0961m820,3294,required
0961m855,1061,required
0962m405,116173,required
0962m407,115078,required
0962m410,113987,required
0962m412,112900,required
0962m425,107526,required
0962m427,106465,required
0962m442,100184,required
0962m445,99153,required
0962m455,95070,required
0962m457,94061,required
0962m460,93056,required
0962m470,89081,required
0962m487,82306,required
0962m490,81357,required
0962m492,80412,required
0962m515,72126,required
0962m532,65955,required
0962m545,61698,required
0962m577,51234,required
0962m587,48194,required
0962m590,47447,required
0962m600,44513,required
0962m615,40278,required
0962m617,39591,required
0962m627,36899,required
0962m642,33028,required
0962m727,15019,required
0962m737,13348,required
0962m750,11400,required
0962m762,9602,required
0962m775,7954,required
0962m787,6456,required
0962m797,5373,required
0962m810,4155,required
0962m832,2356,required
0963m415,111817,required
0963m417,110738,required
0963m420,109663,required
0963m422,108592,required
0963m430,105408,required
0963m432,104355,required
0963m435,103306,required
0963m437,102261,required
0963m447,98126,required
0963m452,96084,required
0963m462,92055,required
0963m480,85182,required
0963m482,84219,required
0963m485,83260,required
0963m507,74844,required
0963m510,73933,required
0963m540,63385,required
0963m552,59206,required
0963m555,58385,required
0963m565,55155,required
0963m567,54360,required
0963m595,45970,required
0963m605,43080,required
0963m607,42371,required
0963m632,35586,required
0963m657,29361,required
0963m742,12551,required
0964m392,121709,required
0964m395,120594,required
